date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:46:19	227877/227877	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%221dad602197c3fc10b43e5fde582dce04-gzip%22	https://www.bbva.pe/personas/productos/cuentas/servicios/bbva-manager.html	www.bbva.pe/personas/productos/cuentas/servicios/bbva-manager.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:19	245319/245319	---M-Z	200	added ('OK')	text/html	etag:%221474c7c2e36c217f49f84f36c968a534%22	https://www.bbva.pe/personas/productos/cuentas/servicios/salud-financiera.html	www.bbva.pe/personas/productos/cuentas/servicios/salud-financiera.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:20	264295/264295	---M-Z	200	added ('OK')	text/html	etag:%224ea50edc54a9516b690d2ee64f59093c%22	https://www.bbva.pe/personas/productos/cuentas/servicios/interbancario-cci-codigo-swift.html	www.bbva.pe/personas/productos/cuentas/servicios/interbancario-cci-codigo-swift.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:21	242443/242443	---M-Z	200	added ('OK')	text/html	etag:%224dcbf65ebe3bdc395f3647eef8a570a0-gzip%22	https://www.bbva.pe/personas/productos/cuentas/servicios/cheque-gerencia.html	www.bbva.pe/personas/productos/cuentas/servicios/cheque-gerencia.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:22	246945/246945	---M-Z	200	added ('OK')	text/html	etag:%22a2402ba8ce6d6401d5cf4fcf102b1c4f%22	https://www.bbva.pe/personas/productos/cuentas/servicios/giros-transferencias.html	www.bbva.pe/personas/productos/cuentas/servicios/giros-transferencias.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:23	191379/191379	---M-Z	200	added ('OK')	text/html	etag:%22c7be9e6a7c2f37bb93794d5df8bc29fe-gzip%22	https://www.bbva.pe/personas/productos/cuentas/servicios/cheque-certificado.html	www.bbva.pe/personas/productos/cuentas/servicios/cheque-certificado.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:24	222007/222007	---M-Z	200	added ('OK')	text/html	etag:%220573d43e79ac0b2c1cef7ec26c2dd177%22	https://www.bbva.pe/personas/productos/cuentas/servicios/remesas-del-exterior.html	www.bbva.pe/personas/productos/cuentas/servicios/remesas-del-exterior.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:25	229362/229362	---M-Z	200	added ('OK')	text/html	etag:%2275fea4c9cb73a165297ea2a262ee2058%22	https://www.bbva.pe/personas/productos/cuentas/servicios/mis-metas.html	www.bbva.pe/personas/productos/cuentas/servicios/mis-metas.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:26	234288/234288	---M-Z	200	added ('OK')	text/html	etag:%22ae86dfc523c6155eb2f07d8a1bd1544e%22	https://www.bbva.pe/personas/productos/cuentas/servicios/dia-a-dia.html	www.bbva.pe/personas/productos/cuentas/servicios/dia-a-dia.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:27	214210/214210	---M-Z	200	added ('OK')	text/html	etag:%221413ab6970d5f9a8bc5b915f84a40150%22	https://www.bbva.pe/personas/productos/cuentas/servicios/mis-presupuestos.html	www.bbva.pe/personas/productos/cuentas/servicios/mis-presupuestos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:29	397632/397632	---MCZ	200	added ('OK')	text/html	etag:%2202f02de8837bc6429bec0847d5204f45%22	https://www.bbva.pe/personas/productos/prestamos.html	www.bbva.pe/personas/productos/prestamos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:30	404981/404981	---MCZ	200	added ('OK')	text/html	etag:%22938538143c6e06073e057397ed4d98fe%22	https://www.bbva.pe/personas/productos/prestamos/personales.html	www.bbva.pe/personas/productos/prestamos/personales.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:30	298382/298382	---M-Z	200	added ('OK')	text/html	etag:%220ee2e4fd76d2df2545726202a02b2c45%22	https://www.bbva.pe/personas/productos/prestamos/personales/libre-disponibilidad.html	www.bbva.pe/personas/productos/prestamos/personales/libre-disponibilidad.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:31	297262/297262	---M-Z	200	added ('OK')	text/html	etag:%2209e4d29e0802fa939eabde4090da45a0%22	https://www.bbva.pe/personas/productos/prestamos/personales/adelanto-de-sueldo.html	www.bbva.pe/personas/productos/prestamos/personales/adelanto-de-sueldo.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:32	248820/248820	---M-Z	200	added ('OK')	text/html	etag:%22072f535b1ff140ac726bbac1b8833333%22	https://www.bbva.pe/personas/productos/prestamos/personales/por-convenio.html	www.bbva.pe/personas/productos/prestamos/personales/por-convenio.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:34	191368/191368	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%2263ff78656bc422c773cde4819528f438-gzip%22	https://www.bbva.pe/personas/productos/prestamos/personales/prestamo-al-toque.html	www.bbva.pe/personas/productos/prestamos/personales/prestamo-al-toque.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:34	339934/339934	---M-Z	200	added ('OK')	text/html	etag:%225ab1a925bb3390617f89bc2170e0a6fd-gzip%22	https://www.bbva.pe/personas/productos/prestamos/personales/al-toque.html	www.bbva.pe/personas/productos/prestamos/personales/al-toque.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:35	266263/266263	---M-Z	200	added ('OK')	text/html	etag:%222064c4cfbd22af0460b32819c20f6500%22	https://www.bbva.pe/personas/productos/prestamos/personales/prestamo-renovado.html	www.bbva.pe/personas/productos/prestamos/personales/prestamo-renovado.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:36	296574/296574	---M-Z	200	added ('OK')	text/html	etag:%222b83764683a9e601976ae52deb10137a%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:37	284266/284266	---M-Z	200	added ('OK')	text/html	etag:%22d54f4d5e7a2b1ea6f276892f7f479620%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/hipotecario-verde.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/hipotecario-verde.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:39	270947/270947	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22da95e4ca781ebd2da6baa38bb3e430da-gzip%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/flexible.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/flexible.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:39	282149/282149	---M-Z	200	added ('OK')	text/html	etag:%22898e8b53d4854e18fb17f8d2e1055730-gzip%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/hipotecario-bbva.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/hipotecario-bbva.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:40	276550/276550	---M-Z	200	added ('OK')	text/html	etag:%22ff8d10507707545fdffc8679166e9eb0%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/construyo.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/construyo.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:41	293022/293022	---M-Z	200	added ('OK')	text/html	etag:%225242de3d0f6eb1e27286c98c36066ed8%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/mi-vivienda.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/mi-vivienda.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:42	268427/268427	---M-Z	200	added ('OK')	text/html	etag:%226018de2dbddb6d0bb8e411227bae89c7%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/mi-vivienda-verde-bbva.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/mi-vivienda-verde-bbva.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:43	278086/278086	---M-Z	200	added ('OK')	text/html	etag:%22947448cf450b27d6e7031c2cd300e9ee-gzip%22	https://www.bbva.pe/personas/productos/prestamos/credito-hipotecario/techo-propio.html	www.bbva.pe/personas/productos/prestamos/credito-hipotecario/techo-propio.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:44	244181/244181	---M-Z	200	added ('OK')	text/html	etag:%220b7d95fadf24dbb930ca0eb2272893bb%22	https://www.bbva.pe/personas/productos/prestamos/credito-vehicular.html	www.bbva.pe/personas/productos/prestamos/credito-vehicular.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:45	30303/30303	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%2267d0168bafd2d14383677cd51e08494e-gzip%22	https://www.bbva.pe/personas/productos/prestamos/personales/pedir-prestamo-personal-online.html	www.bbva.pe/personas/productos/prestamos/personales/pedir-prestamo-personal-online.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:46	274726/274726	---M-Z	200	added ('OK')	text/html	etag:%22e15a45f8eb46f21823b0ec2a79211d37%22	https://www.bbva.pe/personas/productos/inversiones.html	www.bbva.pe/personas/productos/inversiones.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:46%20GMT	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:48	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:47%20GMT	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos/conservadores.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos/conservadores.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:49	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:48%20GMT	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos/moderados.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos/moderados.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:50	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:49%20GMT	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos/agresivos.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos/agresivos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:51	227241/227241	---M-Z	200	added ('OK')	text/html	etag:%221a6b4bec04a5539dfccf1ba4dcb76e77%22	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos/preservacion-de-capital.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos/preservacion-de-capital.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:52	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:51%20GMT	https://www.bbva.pe/personas/productos/inversiones/bbva-bolsa.html	www.bbva.pe/personas/productos/inversiones/bbva-bolsa.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:53	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2001%20May%202024%2023:46:52%20GMT	https://www.bbva.pe/personas/productos/inversiones/bbva-sociedad-titulizadora.html	www.bbva.pe/personas/productos/inversiones/bbva-sociedad-titulizadora.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:55	223003/223003	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%2200ca00304d9957780dc6ee43ec039c30-gzip%22	https://www.bbva.pe/personas/productos/inversiones/depositos.html	www.bbva.pe/personas/productos/inversiones/depositos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:55	234660/234660	---M-Z	200	added ('OK')	text/html	etag:%22967830d28cac032d6247356c82499827%22	https://www.bbva.pe/personas/productos/inversiones/certificados-bancarios.html	www.bbva.pe/personas/productos/inversiones/certificados-bancarios.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:56	256766/256766	---M-Z	200	added ('OK')	text/html	etag:%2263fd2f7148544885d908cb73867ad5c6%22	https://www.bbva.pe/personas/productos/inversiones/prime-estructurado.html	www.bbva.pe/personas/productos/inversiones/prime-estructurado.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:57	220200/220200	---M-Z	200	added ('OK')	text/html	etag:%22ef82273d84b0efb7c5fd60824dd244c4%22	https://www.bbva.pe/personas/productos/inversiones/fondos-mutuos-patrimonial-y-privada.html	www.bbva.pe/personas/productos/inversiones/fondos-mutuos-patrimonial-y-privada.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:58	232834/232834	---M-Z	200	added ('OK')	text/html	etag:%2299af22c3be132bb41ec495e76e27aaba-gzip%22	https://www.bbva.pe/personas/productos/inversiones/irbsa.html	www.bbva.pe/personas/productos/inversiones/irbsa.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:59	339021/339021	---M-Z	200	added ('OK')	text/html	etag:%22dc2283956f932699814455fce85893c5-gzip%22	https://www.bbva.pe/personas/productos/seguros.html	www.bbva.pe/personas/productos/seguros.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
